1;392;
2;0;
3;81;
4;24;
5;5;
6;0;
7;5;
8;1;
9;1;
10;4;
11;231;
12;13;
13;10;
14;19;
15;0;
16;210;
17;12;
18;17;
19;0;
20;1;
21;260;
22;0;
23;0;
24;280;
25;42;
26;71;
27;52;
28;202;
29;0;
30;17;
